game,bluetop,bluejungle,bluemid,blueadc,bluesupport,redtop,redjungle,redmid,redadc,redsupport,result
ESPORTSTMNT03/1762934,58,876,39,81,201,150,76,875,67,12,0
ESPORTSTMNT03/1752994,164,876,3,523,12,58,2,61,498,71,1
ESPORTSTMNT06/1580588,58,77,268,22,875,150,876,42,235,79,0
ESPORTSTMNT03/1762980,79,120,134,135,71,164,876,126,145,89,0
ESPORTSTMNT03/1753038,31,77,134,235,223,43,113,268,222,412,1
ESPORTSTMNT03/1753050,79,876,236,81,43,58,77,1,235,89,1
ESPORTSTMNT06/1580591,58,876,161,235,223,266,77,268,523,70,1
ESPORTSTMNT03/1762990,516,36,268,22,70,164,77,134,202,12,0
ESPORTSTMNT03/1762992,150,77,61,81,497,266,104,268,43,89,0
ESPORTSTMNT06/1570675,516,77,268,523,12,150,876,61,202,79,1
ESPORTSTMNT03/1763022,58,876,39,235,223,106,76,268,81,201,0
ESPORTSTMNT03/1763121,14,2,4,429,79,517,104,69,145,71,1
ESPORTSTMNT03/1763126,79,121,268,21,71,41,163,4,145,12,0
ESPORTSTMNT03/1763131,266,2,142,145,71,516,876,268,523,43,0
ESPORTSTMNT03/1753217,39,77,61,202,412,150,120,70,523,111,0
ESPORTSTMNT03/1763196,14,203,3,235,79,518,72,18,523,412,0
ESPORTSTMNT03/1763219,92,2,268,429,412,164,876,236,145,71,0
ESPORTSTMNT03/1763332,79,876,875,135,71,58,72,268,523,412,0
ESPORTSTMNT03/1763351,79,163,58,145,3,14,876,875,135,12,0
ESPORTSTMNT03/1763358,79,48,134,135,71,58,72,112,145,12,1
ESPORTSTMNT03/1763374,82,104,112,498,71,58,76,268,145,89,1
ESPORTSTMNT03/1763434,58,76,268,81,3,133,876,875,145,79,0
ESPORTSTMNT06/1580623,58,876,84,523,412,516,163,39,498,497,0
ESPORTSTMNT06/1570713,516,104,134,145,111,114,121,268,15,71,0
ESPORTSTMNT03/1763568,31,2,112,235,223,106,876,268,523,412,0
ESPORTSTMNT03/1753566,79,427,777,22,117,150,104,134,235,201,1
ESPORTSTMNT06/1580691,41,104,4,235,3,106,121,38,145,89,1
ESPORTSTMNT06/1580700,777,76,13,145,89,150,104,38,235,3,0
ESPORTSTMNT03/1753659,58,876,268,145,44,41,2,13,67,71,0
ESPORTSTMNT03/1763630,150,76,13,67,71,54,120,112,235,12,1
ESPORTSTMNT06/1570780,106,2,268,145,53,266,59,112,523,412,0
ESPORTSTMNT06/1580736,516,2,236,202,79,54,104,61,15,12,0
ESPORTSTMNT06/1580747,54,2,61,145,111,517,77,163,498,12,0
ESPORTSTMNT03/1753744,150,77,42,523,412,106,876,101,145,111,0
ESPORTSTMNT06/1580758,48,72,268,235,223,79,141,134,81,412,0
ESPORTSTMNT06/1580778,150,86,112,67,79,117,120,13,145,89,0
ESPORTSTMNT06/1580779,150,163,126,202,12,875,245,39,81,71,1
ESPORTSTMNT06/1580789,79,104,38,145,12,266,876,61,202,875,0
ESPORTSTMNT03/1763801,106,120,268,81,89,164,77,245,498,497,1
ESPORTSTMNT03/1753864,516,56,61,145,12,150,876,245,498,71,1
ESPORTSTMNT03/1753884,41,2,268,70,12,13,77,18,135,71,1
ESPORTSTMNT06/1580800,41,876,43,523,201,58,76,236,145,89,1
ESPORTSTMNT03/1753915,58,163,268,523,412,79,876,236,21,111,0
ESPORTSTMNT03/1763849,79,163,4,145,497,58,876,84,429,71,0
ESPORTSTMNT06/1580803,164,876,126,70,89,106,421,142,21,111,0
ESPORTSTMNT03/1763858,150,72,268,135,71,427,876,777,22,201,0
ESPORTSTMNT03/1763883,516,56,268,222,412,266,876,18,235,223,1
ESPORTSTMNT06/1580808,58,77,61,523,412,150,2,112,21,71,0
ESPORTSTMNT03/1763993,79,876,236,145,497,106,120,112,15,71,0
NA1/3793263834,62,141,61,235,223,106,104,268,63,412,1
NA1/3793294391,266,77,134,145,412,106,98,115,236,53,0
NA1/3793024841,58,72,18,74,412,62,77,103,45,71,1
ESPORTSTMNT03/1764085,126,203,142,145,12,150,2,61,498,497,0
ESPORTSTMNT03/1764121,58,2,268,135,71,79,203,112,145,89,0
ESPORTSTMNT02/1698319,164,77,3,523,412,150,876,777,498,71,1
ESPORTSTMNT03/1764123,126,77,70,498,412,58,2,61,145,71,0
ESPORTSTMNT03/1764144,41,76,268,145,12,150,77,61,523,71,0
ESPORTSTMNT02/1698346,150,2,142,498,79,164,48,134,145,71,0
ESPORTSTMNT03/1764165,266,876,61,429,71,79,141,268,498,12,1
ESPORTSTMNT02/1688866,266,2,142,67,3,58,876,70,135,71,1
ESPORTSTMNT06/1580836,266,876,4,22,12,58,120,70,202,25,0
ESPORTSTMNT06/1580845,58,2,61,498,71,106,77,112,523,201,0
ESPORTSTMNT06/1580852,106,876,777,429,89,41,120,268,135,111,0
ESPORTSTMNT03/1754407,58,72,42,498,89,79,59,13,202,12,1
ESPORTSTMNT03/1754443,164,77,61,135,71,150,876,134,523,412,1
ESPORTSTMNT03/1754457,266,876,70,498,71,62,2,13,145,12,0
ESPORTSTMNT03/1764421,14,76,61,67,89,41,104,134,81,497,0
ESPORTSTMNT03/1764428,150,72,134,498,497,164,876,245,523,412,1
ESPORTSTMNT03/1754530,266,876,142,498,71,79,421,13,145,12,1
ESPORTSTMNT03/1754572,150,59,268,70,12,41,120,61,145,71,0
ESPORTSTMNT03/1764522,58,2,42,70,12,106,120,61,235,223,1
ESPORTSTMNT03/1754590,80,876,777,145,79,164,120,268,18,71,1
NA1/3795079739,6,203,517,235,875,164,141,3,202,143,1
ESPORTSTMNT03/1754625,150,76,268,145,3,41,120,13,135,71,0
NA1/3795220083,54,113,134,22,201,517,104,61,235,71,1
ESPORTSTMNT03/1764639,69,104,268,135,71,150,76,142,145,12,1
ESPORTSTMNT03/1764683,58,76,268,498,111,79,104,134,135,89,0
ESPORTSTMNT03/1764690,58,876,236,145,111,14,104,61,429,79,0
ESPORTSTMNT06/1570900,58,59,268,81,79,150,2,70,135,78,1
ESPORTSTMNT03/1764715,14,104,112,81,70,875,2,142,15,79,0
ESPORTSTMNT06/1570902,150,77,61,135,71,62,163,134,145,12,0
ESPORTSTMNT03/1764730,58,876,18,145,111,14,77,268,235,74,1
ESPORTSTMNT02/1688986,150,876,875,67,412,126,120,134,135,71,1
ESPORTSTMNT02/1698607,150,163,112,429,79,58,876,142,145,12,0
ESPORTSTMNT06/1570918,79,77,236,21,71,58,876,134,523,201,0
ESPORTSTMNT02/1688991,150,72,134,145,875,58,104,13,523,412,0
ESPORTSTMNT06/1570927,58,104,268,70,111,150,120,134,523,412,0
ESPORTSTMNT06/1570931,266,104,134,145,412,150,120,42,202,71,1
ESPORTSTMNT03/1764801,875,876,777,145,70,266,72,61,157,79,1
ESPORTSTMNT03/1764826,79,72,236,145,12,41,77,112,498,71,0
ESPORTSTMNT06/1570933,150,30,13,202,79,54,120,61,21,71,1
ESPORTSTMNT03/1754904,98,876,268,235,223,164,77,42,81,432,0
ESPORTSTMNT03/1764866,68,76,236,498,89,14,104,142,145,71,1
ESPORTSTMNT03/1764894,150,77,3,145,12,516,104,61,202,201,0
ESPORTSTMNT03/1754970,150,77,112,235,223,875,876,134,135,12,0
NA1/3794994393,98,2,134,222,12,517,76,875,81,71,1
ESPORTSTMNT03/1764927,126,2,13,110,71,79,104,142,498,89,1
NA1/3794994650,150,77,112,81,111,126,2,134,21,71,0
ESPORTSTMNT03/1764985,79,876,18,22,117,58,141,4,235,223,0
NA1/3794994942,266,104,268,70,12,150,2,45,498,71,1
NA1/3794995201,266,120,115,222,71,150,77,517,235,223,1
ESPORTSTMNT03/1765062,150,120,112,145,71,126,76,134,235,223,0
NA1/3794995552,39,77,79,235,223,266,120,61,222,43,1
NA1/3794945687,150,77,61,110,223,516,120,43,222,117,0
ESPORTSTMNT03/1765100,164,76,3,135,89,150,876,777,145,12,1
NA1/3794946219,150,77,112,81,79,164,120,61,222,201,1
ESPORTSTMNT03/1765112,98,876,777,235,223,79,104,268,81,432,0
ESPORTSTMNT03/1755098,516,876,61,498,12,164,76,4,67,71,1
NA1/3794946670,266,120,61,498,12,62,77,517,145,71,0
ESPORTSTMNT03/1765150,58,163,61,135,497,106,76,134,145,89,0
ESPORTSTMNT02/1698642,39,77,112,498,412,150,876,268,145,111,0
ESPORTSTMNT03/1765183,106,76,134,498,12,58,203,112,145,3,0
ESPORTSTMNT03/1765200,58,2,112,145,79,150,36,134,523,412,1
ESPORTSTMNT02/1698669,126,77,134,498,497,58,163,61,145,79,1
ESPORTSTMNT06/1570959,516,120,70,429,111,58,876,777,22,201,0
ESPORTSTMNT06/1570961,58,113,112,145,12,150,104,3,429,71,1
ESPORTSTMNT06/1570963,266,120,268,145,3,150,72,112,523,412,1
ESPORTSTMNT03/1755245,516,30,236,135,497,150,2,61,145,12,1
ESPORTSTMNT06/1570966,62,120,3,523,412,150,876,126,145,71,0
ESPORTSTMNT03/1755330,79,59,157,145,89,164,104,84,498,412,1
ESPORTSTMNT03/1755340,150,876,39,145,71,14,120,142,523,412,1
ESPORTSTMNT03/1755374,150,76,134,235,12,41,104,142,202,71,0
ESPORTSTMNT03/1755401,24,77,70,498,12,14,163,134,145,71,0
ESPORTSTMNT06/1570994,150,163,268,235,12,43,104,13,22,89,0
ESPORTSTMNT03/1755432,79,72,777,145,111,150,876,112,523,12,1
ESPORTSTMNT06/1571000,150,876,268,202,71,517,72,39,145,412,1
ESPORTSTMNT03/1755441,14,120,61,81,70,82,59,777,523,71,0
ESPORTSTMNT03/1755494,150,72,268,429,12,117,2,42,135,71,0
ESPORTSTMNT06/1571006,164,876,112,135,3,150,104,268,18,43,0
ESPORTSTMNT03/1755552,266,120,61,202,71,126,76,142,81,12,1
ESPORTSTMNT03/1755554,266,2,61,145,71,79,876,18,15,40,1
NA1/3797371739,41,77,13,235,223,266,104,3,145,71,0
NA1/3797372059,150,77,13,498,111,39,56,3,145,71,1
ESPORTSTMNT03/1755562,58,120,61,523,223,79,72,236,22,412,0
NA1/3797372498,41,36,268,145,71,266,77,45,202,12,1
ESPORTSTMNT03/1755574,150,876,268,145,3,516,104,42,135,12,0
NA1/3797372956,58,56,518,498,71,126,77,268,145,12,1
NA1/3797373298,150,76,875,145,12,266,77,45,202,71,0
ESPORTSTMNT03/1765554,516,77,134,81,12,114,72,268,145,71,0
7297-9609,79,104,4,81,89,58,77,268,202,12,1
ESPORTSTMNT03/1765561,150,72,875,70,235,41,120,268,135,71,0
7297-9610,41,2,4,523,412,79,104,268,110,71,1
ESPORTSTMNT03/1765570,150,163,875,235,70,68,76,56,18,71,0
7298-9611,150,2,68,145,12,39,77,69,135,71,1
ESPORTSTMNT03/1765578,266,76,875,145,71,164,77,61,523,412,1
7298-9612,126,2,268,18,12,236,876,13,135,89,0
ESPORTSTMNT06/1581018,58,77,61,145,89,43,120,268,498,201,0
ESPORTSTMNT03/1755849,150,120,42,235,223,62,876,3,202,12,0
ESPORTSTMNT03/1755850,79,72,42,235,412,164,76,3,81,12,1
ESPORTSTMNT06/1571040,62,120,268,145,71,58,2,112,498,497,1
ESPORTSTMNT06/1571047,31,77,43,81,71,150,163,112,498,12,0
ESPORTSTMNT03/1755882,875,876,112,498,70,150,77,268,202,12,0
ESPORTSTMNT06/1571048,516,121,13,81,71,39,245,238,235,14,0
ESPORTSTMNT03/1755922,164,104,268,67,117,58,72,13,235,223,1
ESPORTSTMNT06/1571057,150,102,112,145,111,164,72,13,523,412,1
ESPORTSTMNT03/1755941,266,876,875,74,555,120,72,3,81,350,0
ESPORTSTMNT06/1571060,150,120,70,235,223,41,203,69,498,71,0
ESPORTSTMNT03/1755952,150,77,61,498,12,62,2,112,145,79,1
ESPORTSTMNT06/1571075,106,120,61,235,14,39,76,268,18,117,0
ESPORTSTMNT03/1755982,150,104,13,145,111,58,76,268,523,79,0
ESPORTSTMNT01/1800264,41,876,875,81,12,58,104,112,145,3,1
ESPORTSTMNT01/1800272,164,77,61,222,12,150,876,101,67,71,1
ESPORTSTMNT01/1800287,58,76,101,81,71,266,104,112,202,12,0
ESPORTSTMNT01/1800302,54,76,268,235,412,266,59,7,222,53,1
ESPORTSTMNT01/1800323,266,2,61,235,223,14,104,112,145,71,1
ESPORTSTMNT01/1800327,14,104,70,145,12,150,59,142,222,3,1
ESPORTSTMNT01/1800353,516,108,112,523,412,54,2,61,498,111,0
ESPORTSTMNT01/1810308,150,77,142,81,16,268,876,18,235,223,0
ESPORTSTMNT03/1765854,14,876,236,135,71,106,77,268,145,12,0
ESPORTSTMNT03/1765868,41,104,134,145,12,14,120,3,429,71,1
7299-9613,150,104,268,145,12,41,77,61,498,71,1
ESPORTSTMNT03/1765884,150,72,61,429,412,126,120,134,523,111,0
7299-9614,266,876,268,135,12,58,76,777,235,71,0
ESPORTSTMNT03/1765909,150,72,134,145,111,41,76,236,429,71,1
7300-9615,126,77,4,523,412,62,141,142,81,71,0
7300-9616,266,76,61,145,12,164,79,4,135,71,1
ESPORTSTMNT03/1765999,6,876,268,145,111,150,77,112,202,12,1
ESPORTSTMNT06/1571102,875,2,42,235,111,106,104,268,81,71,0
ESPORTSTMNT03/1756372,58,77,268,81,3,79,120,61,30,235,1
ESPORTSTMNT03/1756374,516,104,42,145,12,150,77,268,235,223,1
ESPORTSTMNT06/1571104,41,876,112,498,12,126,77,268,145,89,1
ESPORTSTMNT06/1571108,16,104,112,429,53,516,86,131,523,412,1
ESPORTSTMNT03/1756398,79,876,245,498,12,164,141,13,145,3,1
ESPORTSTMNT06/1571116,150,77,45,145,12,126,876,268,498,89,1
ESPORTSTMNT03/1756412,150,104,134,145,3,79,876,39,67,12,0
ESPORTSTMNT03/1756413,164,120,61,145,57,114,876,777,222,71,0
ESPORTSTMNT03/1756420,58,163,268,498,71,85,104,13,145,12,1
ESPORTSTMNT06/1571119,114,77,61,67,143,24,876,268,498,111,1
ESPORTSTMNT06/1571123,43,120,42,235,223,106,59,517,498,3,1
ESPORTSTMNT03/1756442,54,77,61,145,71,150,876,38,429,12,0
ESPORTSTMNT06/1571125,78,120,134,429,12,82,77,245,135,71,1
ESPORTSTMNT03/1756464,266,72,245,145,70,150,59,268,523,412,1
ESPORTSTMNT03/1756465,150,120,18,115,71,62,56,7,145,3,1
ESPORTSTMNT03/1756472,516,2,268,135,71,875,72,245,145,79,1
ESPORTSTMNT06/1571143,126,5,70,429,68,79,141,13,235,16,1
ESPORTSTMNT03/1756507,43,2,61,15,89,79,104,42,202,12,1
ESPORTSTMNT03/1756519,54,77,134,145,12,516,2,245,202,89,1
ESPORTSTMNT01/1800635,150,77,112,110,12,164,72,142,67,71,0
ESPORTSTMNT03/1756558,517,876,777,523,89,150,120,13,22,3,1
ESPORTSTMNT03/1756575,516,2,61,81,89,266,104,517,498,3,0
ESPORTSTMNT01/1800657,150,2,4,145,12,126,77,61,81,71,1
ESPORTSTMNT01/1800677,79,2,134,498,497,150,104,142,222,111,1
ESPORTSTMNT01/1800704,58,120,268,145,497,98,2,7,222,89,0
ESPORTSTMNT01/1800721,58,76,268,67,12,98,59,245,222,201,0
7086-9617,150,120,70,145,111,126,76,142,81,12,0
ESPORTSTMNT01/1810546,98,60,777,145,111,164,30,103,15,412,1
7086-9618,150,163,142,135,12,164,876,13,145,875,0
7301-9623,150,77,42,236,79,266,2,268,18,12,0
ESPORTSTMNT01/1810573,79,64,112,523,412,150,59,61,498,497,1
7090-9624,24,77,268,135,12,516,36,245,18,71,0
7301-9625,14,876,268,145,71,106,77,42,236,79,0
7089-9626,150,2,4,15,111,58,104,70,81,89,1
7090-9627,150,141,134,429,71,13,104,268,135,12,0
7301-9628,14,2,69,135,71,150,876,126,18,12,1
7089-9629,58,104,112,135,89,79,876,39,145,875,1
7302-9630,58,36,268,145,79,150,77,42,235,223,0
7089-9631,164,2,61,498,3,58,30,112,18,89,1
7302-9632,79,2,4,145,25,266,77,268,498,12,1
ESPORTSTMNT03/1766424,164,77,61,21,89,106,876,3,145,875,0
ESPORTSTMNT03/1756795,150,120,268,235,111,79,163,18,22,89,1
ESPORTSTMNT06/1571157,150,120,268,145,71,133,77,61,235,48,0
ESPORTSTMNT06/1571158,41,2,268,135,12,58,120,42,50,71,1
ESPORTSTMNT03/1756813,150,104,268,235,79,62,2,134,135,12,0
ESPORTSTMNT03/1766476,266,427,268,145,89,79,104,13,235,223,1
ESPORTSTMNT03/1756840,164,59,112,235,3,41,77,61,110,89,0
ESPORTSTMNT06/1571163,58,77,112,22,12,14,876,268,145,3,1
ESPORTSTMNT06/1571165,41,36,268,145,89,164,876,245,498,111,0
ESPORTSTMNT03/1766503,41,77,268,523,111,150,876,42,145,412,0
ESPORTSTMNT03/1756864,58,36,268,145,12,150,72,84,498,89,0
ESPORTSTMNT06/1571167,266,2,4,202,59,875,876,517,235,223,0
ESPORTSTMNT06/1581129,58,36,13,22,71,79,104,268,523,12,0
ESPORTSTMNT03/1756879,164,79,4,235,62,78,2,61,145,497,0
ESPORTSTMNT03/1766538,54,76,238,202,3,150,77,268,22,117,1
ESPORTSTMNT03/1756899,164,36,70,498,89,150,77,13,145,875,0
ESPORTSTMNT06/1581131,41,104,268,498,111,14,876,61,145,12,0
ESPORTSTMNT03/1756900,98,120,26,145,71,164,876,517,235,3,0
ESPORTSTMNT03/1756923,79,163,126,145,78,516,64,142,498,71,1
ESPORTSTMNT03/1766576,41,104,61,15,497,13,876,268,81,432,0
ESPORTSTMNT04/1530095,58,76,101,18,3,79,77,134,222,40,1
ESPORTSTMNT04/1530098,14,77,268,81,201,79,2,61,15,12,1
ESPORTSTMNT03/1756975,14,77,112,145,111,150,106,268,523,412,1
ESPORTSTMNT03/1756976,164,120,268,235,14,150,59,112,21,412,0
ESPORTSTMNT04/1530114,164,77,142,145,3,150,2,61,498,12,0
ESPORTSTMNT04/1530116,14,77,268,222,201,79,2,61,110,12,1
ESPORTSTMNT03/1756980,516,77,134,498,497,266,163,4,145,71,1
ESPORTSTMNT03/1766665,266,76,112,135,12,58,876,236,81,3,1
7093-9635,58,72,268,145,79,150,104,134,135,71,0
7092-9636,62,76,777,145,12,150,77,142,523,71,0
ESPORTSTMNT03/1757105,58,876,236,429,518,266,76,61,523,412,0
7093-9637,150,77,61,135,12,58,876,134,18,71,0
7092-9638,62,76,39,81,71,266,77,142,135,12,1
7303-9639,266,141,13,135,71,14,876,18,145,79,1
7093-9640,78,120,268,145,12,164,77,134,135,71,0
7092-9642,62,76,61,81,71,79,77,142,135,12,0
7303-9641,58,76,142,498,12,150,163,3,145,89,0
7095-9643,14,77,112,135,71,58,876,268,21,412,0
7304-9645,79,36,70,135,111,164,77,4,18,12,1
7095-9646,150,77,134,523,412,58,76,268,18,71,1
7304-9648,164,77,268,18,79,14,104,134,135,12,0
ESPORTSTMNT04/1520177,126,2,69,145,71,58,120,4,498,12,0
ESPORTSTMNT06/1571179,78,141,43,523,201,79,120,61,429,44,1
ESPORTSTMNT06/1571180,14,2,61,67,412,150,876,112,21,71,0
ESPORTSTMNT03/1757234,150,77,13,22,117,54,120,268,235,43,1
ESPORTSTMNT04/1520252,106,120,115,222,412,62,2,13,15,70,1
ESPORTSTMNT03/1766813,150,77,61,523,412,41,36,268,145,111,0
ESPORTSTMNT03/1766836,106,203,268,235,223,164,59,38,498,117,0
ESPORTSTMNT03/1766850,150,77,268,523,71,39,2,134,145,12,0
ESPORTSTMNT06/1571183,164,77,84,21,71,106,876,777,81,79,1
ESPORTSTMNT04/1520258,164,120,70,15,432,78,2,777,81,71,0
ESPORTSTMNT06/1571185,164,121,518,119,70,62,28,157,74,43,0
ESPORTSTMNT06/1571186,266,2,112,498,89,79,104,142,135,12,0
ESPORTSTMNT03/1766857,150,72,61,135,79,41,2,13,498,12,1
ESPORTSTMNT03/1757270,106,77,13,135,111,164,76,4,523,412,1
ESPORTSTMNT06/1571188,266,163,13,202,111,80,104,245,429,412,0
ESPORTSTMNT03/1766881,164,876,3,235,223,80,77,142,523,43,0
ESPORTSTMNT06/1571189,516,876,126,498,497,8,120,134,202,71,1
ESPORTSTMNT06/1571190,58,77,13,81,3,79,2,61,523,12,0
ESPORTSTMNT03/1766890,875,876,112,523,201,41,141,13,145,12,1
ESPORTSTMNT03/1766951,516,163,18,22,70,54,104,134,145,71,0
ESPORTSTMNT06/1571193,266,120,268,22,40,79,104,45,498,117,0
ESPORTSTMNT06/1571195,24,876,268,429,89,164,104,61,235,12,1
ESPORTSTMNT03/1766962,266,77,61,498,12,58,876,112,202,875,0
ESPORTSTMNT03/1757332,106,245,236,145,79,266,77,61,18,12,0
ESPORTSTMNT03/1766969,41,104,13,115,555,164,876,268,235,223,0
ESPORTSTMNT03/1757365,150,77,69,145,12,41,876,42,498,71,1
ESPORTSTMNT03/1766985,31,56,70,135,71,150,141,13,81,12,0
ESPORTSTMNT03/1757380,516,876,236,523,412,875,120,61,22,12,0
ESPORTSTMNT06/1581154,79,72,42,18,12,122,59,517,81,70,0
ESPORTSTMNT03/1766997,266,59,134,145,79,150,104,13,22,71,0
ESPORTSTMNT03/1767008,154,141,112,235,70,41,876,517,15,117,0
ESPORTSTMNT01/1840328,79,77,42,429,71,266,36,268,523,412,1
ESPORTSTMNT01/1850299,150,876,134,498,12,164,120,61,145,111,0
ESPORTSTMNT03/1767020,516,104,61,235,223,8,77,112,498,497,0
ESPORTSTMNT01/1840341,150,36,3,235,89,126,77,268,202,432,0
ESPORTSTMNT01/1850309,150,120,84,222,111,41,876,112,145,3,1
ESPORTSTMNT01/1850319,517,104,875,70,12,516,120,112,145,71,0
ESPORTSTMNT01/1850326,126,76,4,235,223,164,104,61,429,3,0
ESPORTSTMNT03/1757515,39,77,134,145,12,150,2,61,18,497,0
7097-9652,150,77,112,145,12,58,104,70,135,71,0
7098-9653,79,120,268,145,875,150,77,39,523,412,1
ESPORTSTMNT03/1757538,14,876,61,18,497,150,76,134,145,89,0
7097-9654,58,120,268,145,412,79,876,39,498,71,0
7098-9655,150,77,268,81,79,126,876,777,18,71,1
7305-9656,58,77,134,15,12,79,104,61,81,71,1
ESPORTSTMNT03/1757545,106,76,268,145,3,14,72,61,18,12,0
7098-9657,126,876,268,145,12,150,77,61,18,79,1
7099-9658,58,2,142,202,71,150,876,236,18,412,0
7305-9659,164,113,58,498,3,150,77,134,67,71,0
ESPORTSTMNT03/1757554,79,876,14,18,71,240,141,134,145,89,0
7099-9661,41,77,142,145,79,150,2,61,81,71,0
7100-9662,78,77,112,135,12,58,876,268,81,71,1
7305-9660,41,36,268,202,79,150,77,134,236,71,0
7099-9664,68,2,70,18,71,79,77,61,498,497,0
7100-9665,62,876,58,18,79,126,120,61,81,71,0
ESPORTSTMNT03/1757588,150,104,142,135,12,39,76,134,145,3,1
7100-9667,78,77,142,81,12,266,876,268,135,79,0
ESPORTSTMNT04/1520341,58,77,69,498,412,126,2,112,429,12,1
ESPORTSTMNT02/1689209,516,2,268,498,40,41,876,875,145,71,1
ESPORTSTMNT04/1520353,62,876,7,498,89,85,120,42,202,201,1
ESPORTSTMNT04/1520366,58,77,3,145,111,79,876,18,523,412,0
ESPORTSTMNT04/1520399,58,2,61,15,71,85,77,18,145,79,0
ESPORTSTMNT04/1520410,14,876,268,222,412,875,76,236,145,53,1
ESPORTSTMNT04/1530428,79,104,13,145,71,98,120,70,51,25,0
ESPORTSTMNT01/1890214,43,120,268,145,71,79,72,134,222,40,0
ESPORTSTMNT03/1757744,58,876,236,202,79,164,113,61,222,201,0
ESPORTSTMNT01/1890244,79,2,70,18,12,98,120,134,145,3,1
ESPORTSTMNT03/1767371,41,104,70,498,111,61,79,517,15,497,1
NA1/3803502879,266,77,61,222,111,106,72,142,15,412,1
ESPORTSTMNT01/1890282,58,2,61,110,518,14,104,134,235,223,0
NA1/3803393587,41,72,134,110,412,266,77,777,30,12,1
NA1/3803393862,6,77,777,50,12,79,72,236,145,412,0
ESPORTSTMNT03/1767384,85,2,61,145,71,150,876,268,498,79,0
ESPORTSTMNT01/1890301,150,59,268,145,70,79,2,142,523,412,1
ESPORTSTMNT03/1767419,58,77,61,81,111,516,2,268,145,412,0
ESPORTSTMNT03/1757799,58,76,61,223,235,79,30,236,145,201,1
7307-9669,14,2,112,145,79,266,77,268,135,12,0
7103-9672,150,77,268,15,12,62,876,18,81,71,0
7307-9671,58,876,236,81,12,14,77,268,222,71,0
ESPORTSTMNT03/1757821,54,77,58,145,555,126,72,134,523,412,0
7103-9673,150,876,268,145,12,164,163,3,18,71,1
7307-9675,150,77,112,236,70,41,104,268,18,89,0
ESPORTSTMNT03/1757851,164,876,39,236,350,14,141,112,235,57,1
7105-9678,126,30,58,523,412,150,876,61,145,875,1
7308-9676,164,120,70,145,412,24,2,517,18,79,1
ESPORTSTMNT04/1520452,266,2,4,429,89,875,421,3,145,111,0
7104-9679,164,2,3,18,71,150,77,112,15,79,0
7105-9684,266,876,777,18,875,114,2,61,81,12,0
7308-9680,236,72,79,429,111,150,876,875,523,412,0
ESPORTSTMNT02/1689280,150,2,61,202,79,266,163,112,145,71,1
ESPORTSTMNT03/1757878,14,141,134,81,70,164,876,236,235,111,1
7104-9681,150,77,112,15,71,164,2,79,18,89,1
ESPORTSTMNT04/1520454,516,876,236,81,79,106,120,268,498,71,0
7309-9682,150,104,268,145,12,126,876,14,135,71,0
ESPORTSTMNT03/1757884,164,104,13,135,71,41,76,70,498,12,1
ESPORTSTMNT03/1767519,126,2,112,145,71,150,104,268,523,412,1
7309-9683,14,104,61,145,12,58,120,112,135,71,0
ESPORTSTMNT04/1520472,117,2,61,523,89,266,77,268,145,235,1
ESPORTSTMNT04/1530511,150,876,112,145,71,31,76,126,498,12,1
ESPORTSTMNT01/1880573,164,59,61,523,412,58,876,70,202,89,0
ESPORTSTMNT01/1880604,150,876,4,145,12,517,120,70,18,71,0
ESPORTSTMNT01/1890487,58,876,39,235,79,43,72,18,115,3,0
ESPORTSTMNT04/1520514,150,104,61,81,71,62,76,236,15,12,1
ESPORTSTMNT01/1880664,114,113,268,235,111,164,120,245,15,71,1
ESPORTSTMNT04/1530539,14,876,18,429,12,150,77,61,145,71,1
ESPORTSTMNT04/1520522,79,2,134,202,71,777,876,268,429,12,0
ESPORTSTMNT01/1880675,58,876,142,51,412,150,2,268,235,111,1
ESPORTSTMNT01/1880694,150,876,268,235,223,8,59,134,523,412,0
ESPORTSTMNT01/1880717,58,2,268,523,412,79,120,134,222,223,0
ESPORTSTMNT01/1880735,54,79,157,145,71,14,104,61,202,12,0
ESPORTSTMNT01/1880752,41,120,142,70,12,58,2,61,18,71,1
ESPORTSTMNT01/1880793,126,72,134,145,497,150,876,268,523,71,0
ESPORTSTMNT01/1880812,516,876,112,222,412,59,120,268,145,79,0
7106-9685,13,78,268,145,12,150,141,70,18,71,1
ESPORTSTMNT03/1757911,516,104,70,145,497,150,72,517,81,71,1
7106-9688,516,78,13,145,79,114,120,70,18,71,1
7310-9686,164,141,70,145,98,150,104,268,135,89,1
ESPORTSTMNT03/1767577,106,77,142,145,12,126,876,268,135,111,1
7310-9687,106,77,268,135,71,58,2,70,498,497,1
ESPORTSTMNT02/1689313,150,163,134,135,71,164,876,875,145,79,1
ESPORTSTMNT03/1767595,150,77,61,145,79,164,76,134,523,89,1
7311-9692,14,76,236,145,12,266,2,134,15,79,0
ESPORTSTMNT03/1767621,150,76,268,523,3,39,104,134,145,111,0
7311-9694,14,141,3,18,71,150,76,142,81,12,0
7110-9696,62,2,268,135,12,266,876,42,18,71,0
ESPORTSTMNT04/1530554,79,76,80,429,111,266,876,126,21,71,1
ESPORTSTMNT03/1757973,58,76,142,523,412,79,104,268,81,43,0
7311-9697,126,104,268,145,89,150,2,142,18,412,0
7110-9698,266,76,58,81,79,14,876,112,236,12,1
7109-9699,58,76,3,235,12,150,876,236,498,71,1
