bluetop,bluejungle,bluemid,blueadc,bluesupport,redtop,redjungle,redmid,redadc,redsupport,result
Urgot,Lillia,Yone,Jinx,Thresh,Gnar,Nidalee,Renekton,Kai'Sa,Alistar,1
Aatrox,Hecarim,Seraphine,Kai'Sa,Braum,Ornn,Kha'Zix,Sylas,Kalista,Leona,0
Urgot,Udyr,Sylas,Kai'Sa,Leona,Aatrox,Dr. Mundo,Orianna,Vayne,Nautilus,0
Gragas,Lillia,Lucian,Aphelios,Thresh,Renekton,Taliyah,Sett,Kai'Sa,Nautilus,1
Sion,Lee Sin,Orianna,Aphelios,Thresh,Camille,Jarvan IV,Azir,Kai'Sa,Nautilus,1
Karma,Udyr,Syndra,Jhin,Alistar,Gnar,Hecarim,Twisted Fate,Kai'Sa,Rell,1
Gnar,Lillia,Ahri,Senna,Tahm Kench,Jayce,Fiddlesticks,Nocturne,Tristana,Seraphine,0
Malphite,Skarner,Anivia,Seraphine,Pyke,Gnar,Hecarim,Orianna,Kai'Sa,Thresh,1
Lulu,Olaf,Orianna,Xayah,Rell,Gnar,Udyr,Syndra,Kai'Sa,Nautilus,0
Sion,Olaf,Orianna,Draven,Rell,Sylas,Lillia,Yone,Kai'Sa,Alistar,1
Mordekaiser,Olaf,Viktor,Tristana,Gragas,Aatrox,Dr. Mundo,Ekko,Vayne,Rell,0
Lulu,Hecarim,Sylas,Xayah,Rakan,Gnar,Udyr,Viktor,Kai'Sa,Alistar,1
Renekton,Kindred,Seraphine,Ezreal,Thresh,Gragas,Graves,Viktor,Tristana,Alistar,0
Cho'Gath,Udyr,Orianna,Jinx,Thresh,Sion,Lillia,Zoe,Kai'Sa,Leona,0
Camille,Udyr,Seraphine,Kai'Sa,Alistar,Gnar,Hecarim,Ryze,Tristana,Gragas,1
Sion,Hecarim,Viktor,Tristana,Rell,Cho'Gath,Udyr,Syndra,Kai'Sa,Sett,0
Jayce,Udyr,Viktor,Xayah,Rell,Gnar,Olaf,Azir,Varus,Leona,1
Gangplank,Olaf,Orianna,Tristana,Alistar,Gnar,Udyr,Zoe,Kai'Sa,Nautilus,0
Cho'Gath,Udyr,Azir,Jinx,Thresh,Sion,Lillia,Viktor,Kai'Sa,Gragas,0
Gnar,Udyr,Twisted Fate,Kai'Sa,Rell,Aatrox,Hecarim,Orianna,Tristana,Nautilus,1
Gnar,Olaf,Seraphine,Tristana,Alistar,Sylas,Udyr,Orianna,Lucian,Gragas,0
Sion,Nidalee,Orianna,Senna,Tahm Kench,Gragas,Olaf,Syndra,Kai'Sa,Rakan,0
Sion,Olaf,Rumble,Varus,Galio,Gnar,Lillia,Yone,Xayah,Rakan,0
Fiora,Udyr,Ryze,Aphelios,Alistar,Camille,Lillia,Zoe,Tristana,Rell,1
Renekton,Hecarim,Azir,Kai'Sa,Leona,Gnar,Olaf,Syndra,Tristana,Galio,0
Aatrox,Udyr,Azir,Aphelios,Alistar,Camille,Lillia,Sylas,Tristana,Rell,0
Aatrox,Lee Sin,Orianna,Aphelios,Thresh,Sion,Nidalee,Lucian,Varus,Leona,1
Renekton,Udyr,Syndra,Jinx,Gragas,Gnar,Olaf,Orianna,Tristana,Alistar,0
Sion,Hecarim,Viktor,Kai'Sa,Rakan,Urgot,Udyr,Orianna,Tristana,Sett,0
Irelia,Kayn,Syndra,Tristana,Rell,Gnar,Lillia,Yone,Draven,Leona,1
Renekton,Lillia,Orianna,Tristana,Braum,Nidalee,Gnar,Zed,Kai'Sa,Alistar,0
Gragas,Olaf,Syndra,Xayah,Rakan,Renekton,Nidalee,Nocturne,Tristana,Rell,1
Sett,Lillia,Lucian,Kai'Sa,Blitzcrank,Sion,Olaf,Syndra,Jinx,Thresh,1
Gnar,Hecarim,Viktor,Ezreal,Leona,Renekton,Lillia,Orianna,Tristana,Nautilus,0
Gnar,Lillia,Orianna,Xayah,Thresh,Sion,Hecarim,Syndra,Kai'Sa,Rakan,1
Shen,Hecarim,Vayne,Kai'Sa,Braum,Aatrox,Udyr,Twisted Fate,Lucian,Alistar,1
Gnar,Lillia,Orianna,Tristana,Galio,Sion,Karthus,Lucian,Xayah,Alistar,0
Kennen,Hecarim,Tristana,Draven,Rell,Sion,Kindred,Akali,Jinx,Thresh,0
Aatrox,Hecarim,Viktor,Ezreal,Leona,Gnar,Lillia,Orianna,Tristana,Galio,1
Aatrox,Graves,Orianna,Seraphine,Alistar,Renekton,Udyr,Azir,Kai'Sa,Rell,0
Gragas,Graves,Seraphine,Sivir,Alistar,Renekton,Olaf,Ryze,Tristana,Rell,0
Sion,Hecarim,Orianna,Samira,Alistar,Karma,Olaf,Viktor,Kai'Sa,Galio,0
Gnar,Graves,Orianna,Xayah,Rakan,Jayce,Nocturne,Viktor,Kalista,Rell,1
Gnar,Hecarim,Ryze,Draven,Rell,Gangplank,Lillia,Lucian,Jhin,Alistar,1
Gnar,Hecarim,Twisted Fate,Xayah,Rakan,Gangplank,Nidalee,Viktor,Kai'Sa,Alistar,0
Ornn,Lillia,Lucian,Tristana,Rell,Renekton,Udyr,Syndra,Kalista,Thresh,1
Jax,Taliyah,Lucian,Kai'Sa,Leona,Volibear,Karthus,Tristana,Ezreal,Alistar,0
Renekton,Hecarim,Syndra,Caitlyn,Alistar,Aatrox,Lillia,Sylas,Tristana,Rell,0
Ornn,Olaf,Seraphine,Xayah,Rakan,Jayce,Lillia,Sett,Kai'Sa,Alistar,1
Renekton,Nidalee,Ryze,Kai'Sa,Alistar,Gnar,Lillia,Azir,Jhin,Rell,1
Sion,Lillia,Lucian,Samira,Rell,Camille,Nocturne,Ryze,Ezreal,Galio,1
Camille,Lillia,Lucian,Miss Fortune,Rell,Gnar,Graves,Ryze,Caitlyn,Alistar,0
Sion,Graves,Seraphine,Tristana,Rell,Gnar,Hecarim,Twisted Fate,Kai'Sa,Nautilus,0
Jayce,Udyr,Orianna,Tristana,Rell,Gnar,Hecarim,Zoe,Kai'Sa,Gragas,1
Camille,Graves,Sylas,Tristana,Rell,Aatrox,Hecarim,Orianna,Kai'Sa,Alistar,0
Gragas,Olaf,Seraphine,Kai'Sa,Galio,Aatrox,Hecarim,Syndra,Tristana,Alistar,1
Camille,Udyr,Syndra,Jhin,Rell,Gragas,Lillia,Lucian,Ezreal,Janna,1
Ornn,Graves,Azir,Tristana,Rell,Renekton,Lillia,Viktor,Varus,Galio,0
Renekton,Nidalee,Lucian,Kai'Sa,Braum,Ornn,Udyr,Viktor,Tristana,Rell,1
Gangplank,Karthus,Nocturne,Jhin,Bard,Sion,Lillia,Karma,Xayah,Rakan,1
Gragas,Graves,Seraphine,Tristana,Rakan,Rumble,Hecarim,Veigar,Kai'Sa,Rell,0
Ornn,Lillia,Orianna,Jinx,Gragas,Renekton,Nidalee,Yone,Kai'Sa,Alistar,1
Jayce,Udyr,Syndra,Tristana,Alistar,Malphite,Olaf,Orianna,Kai'Sa,Nautilus,0
Ornn,Olaf,Azir,Kai'Sa,Gragas,Renekton,Nidalee,Lucian,Senna,Tahm Kench,0
Lulu,Olaf,Orianna,Aphelios,Thresh,Gnar,Udyr,Zoe,Tristana,Sett,0
Gnar,Udyr,Zoe,Xayah,Nautilus,Jayce,Lillia,Viktor,Kai'Sa,Alistar,0
Sion,Olaf,Zoe,Kai'Sa,Seraphine,Gnar,Shyvana,Orianna,Xayah,Alistar,0
Sett,Udyr,Seraphine,Jinx,Alistar,Sion,Lillia,Sylas,Tristana,Rell,1
Renekton,Hecarim,Viktor,Xayah,Rakan,Ornn,Udyr,Azir,Kai'Sa,Lulu,1
Gnar,Olaf,Seraphine,Xayah,Alistar,Sion,Hecarim,Anivia,Kai'Sa,Rakan,1
Nocturne,Hecarim,Zoe,Jinx,Rell,Ornn,Udyr,Orianna,Aphelios,Alistar,0
Gnar,Hecarim,Syndra,Kai'Sa,Alistar,Renekton,Nidalee,Zoe,Xayah,Leona,1
Volibear,Udyr,Azir,Jinx,Alistar,Camille,Lillia,Orianna,Kai'Sa,Galio,0
Ornn,Kayn,Azir,Kalista,Rell,Sion,Lillia,Lucian,Tristana,Poppy,0
Irelia,Hecarim,Syndra,Tristana,Rakan,Gnar,Udyr,Ryze,Kai'Sa,Sett,0
Cho'Gath,Olaf,Orianna,Jinx,Thresh,Sett,Udyr,Zoe,Caitlyn,Bard,1
Renekton,Hecarim,Camille,Kai'Sa,Rakan,Sett,Lillia,Nocturne,Ezreal,Neeko,1
Gangplank,Hecarim,Syndra,Caitlyn,Morgana,Gnar,Nidalee,Yone,Kai'Sa,Rell,1
Sion,Olaf,Orianna,Kai'Sa,Rell,Cho'Gath,Trundle,Ryze,Tristana,Alistar,0
Gnar,Lillia,Yone,Vayne,Lulu,Wukong,Olaf,Ryze,Kai'Sa,Senna,1
Gnar,Gragas,Lucian,Tristana,Galio,Renekton,Elise,Orianna,Kai'Sa,Sett,1
Sion,Udyr,Ryze,Kalista,Rell,Renekton,Nidalee,Syndra,Ezreal,Alistar,0
Gnar,Hecarim,Syndra,Jinx,Thresh,Wukong,Udyr,Azir,Sivir,Alistar,0
Gnar,Udyr,Azir,Caitlyn,Thresh,Gangplank,Skarner,Syndra,Tristana,Blitzcrank,1
Malphite,Udyr,Orianna,Kai'Sa,Nautilus,Gnar,Olaf,Sylas,Vayne,Thresh,0
Renekton,Hecarim,Seraphine,Kai'Sa,Nautilus,Jayce,Udyr,Twisted Fate,Vayne,Leona,1
Urgot,Udyr,Seraphine,Senna,Tahm Kench,Gnar,Hecarim,Sylas,Kai'Sa,Lulu,1
Gnar,Nidalee,Twisted Fate,Sivir,Nautilus,Jayce,Lillia,Sylas,Ezreal,Alistar,1
Renekton,Udyr,Ryze,Kai'Sa,Alistar,Gnar,Olaf,Twisted Fate,Vayne,Leona,1
Gnar,Hecarim,Zoe,Sivir,Alistar,Gangplank,Lillia,Viktor,Tristana,Rell,1
Sion,Hecarim,Cassiopeia,Sivir,Alistar,Aatrox,Lillia,Lucian,Seraphine,Rakan,0
Ornn,Udyr,Azir,Aphelios,Thresh,Kayle,Skarner,Orianna,Kai'Sa,Alistar,1
Wukong,Udyr,Cassiopeia,Kai'Sa,Nautilus,Aatrox,Lillia,Lucian,Xayah,Thresh,0
Gnar,Nidalee,Sett,Tristana,Gragas,Lulu,Hecarim,Orianna,Xayah,Rell,1
Gnar,Lillia,Lucian,Aphelios,Thresh,Jayce,Nidalee,Irelia,Kai'Sa,Nautilus,0
Aatrox,Olaf,Sylas,Tristana,Braum,Gnar,Skarner,Syndra,Kai'Sa,Alistar,0
Sion,Nocturne,Azir,Seraphine,Alistar,Gnar,Lillia,Ekko,Tristana,Sett,1
Gnar,Udyr,Syndra,Ezreal,Bard,Jayce,Nidalee,Lucian,Tristana,Rell,1
Aatrox,Udyr,Viktor,Kai'Sa,Rell,Gangplank,Dr. Mundo,Seraphine,Tristana,Alistar,0
Sett,Udyr,Ryze,Kai'Sa,Leona,Sion,Olaf,Cassiopeia,Jinx,Thresh,0
Renekton,Nidalee,Lucian,Jhin,Rell,Gragas,Hecarim,Zoe,Kai'Sa,Alistar,1
Aatrox,Hecarim,Viktor,Ezreal,Gragas,Cho'Gath,Udyr,Zoe,Tristana,Rell,0
Gnar,Udyr,Orianna,Xayah,Nautilus,Jayce,Lillia,Azir,Kai'Sa,Rell,1
Urgot,Udyr,Orianna,Varus,Nautilus,Gnar,Olaf,Azir,Senna,Maokai,1
Cho'Gath,Hecarim,Galio,Tristana,Rell,Aatrox,Olaf,Zoe,Kai'Sa,Gragas,1
Cho'Gath,Udyr,Orianna,Kai'Sa,Alistar,Sion,Hecarim,Viktor,Tristana,Gragas,0
Gnar,Nidalee,Galio,Jinx,Thresh,Jayce,Udyr,Seraphine,Kai'Sa,Sett,0
Sion,Hecarim,Neeko,Kai'Sa,Galio,Aatrox,Lillia,Sett,Tristana,Alistar,0
Gnar,Nidalee,Syndra,Samira,Alistar,Neeko,Olaf,Orianna,Tristana,Rell,0
Ornn,Olaf,Azir,Xayah,Rakan,Renekton,Graves,Syndra,Tristana,Leona,1
Gnar,Udyr,Seraphine,Kai'Sa,Alistar,Cho'Gath,Olaf,Rumble,Varus,Rakan,1
Kennen,Nidalee,Sett,Tristana,Alistar,Camille,Lillia,Lucian,Kai'Sa,Rell,1
Gnar,Lillia,Lucian,Senna,Nautilus,Tristana,Udyr,Galio,Varus,Leona,0
Renekton,Kindred,Zoe,Tristana,Gragas,Malphite,Udyr,Azir,Senna,Tahm Kench,1
Renekton,Hecarim,Ryze,Xayah,Leona,Gnar,Udyr,Orianna,Kai'Sa,Galio,0
Renekton,Udyr,Anivia,Kai'Sa,Thresh,Gnar,Hecarim,Orianna,Aphelios,Gragas,1
Ornn,Olaf,Orianna,Jinx,Thresh,Gragas,Nidalee,Lucian,Tristana,Rell,0
Jayce,Udyr,Orianna,Tristana,Nautilus,Lucian,Hecarim,Azir,Jinx,Alistar,1
Renekton,Hecarim,Zilean,Tristana,Rell,Ornn,Udyr,Azir,Jinx,Thresh,0
Gnar,Hecarim,Zoe,Xayah,Gragas,Malphite,Udyr,Kayle,Kai'Sa,Rell,1
Cho'Gath,Udyr,Seraphine,Varus,Rakan,Gnar,Hecarim,Orianna,Kai'Sa,Leona,1
Gnar,Lillia,Orianna,Kai'Sa,Leona,Ornn,Udyr,Lucian,Samira,Thresh,0
Jax,Hecarim,Twisted Fate,Draven,Nautilus,Camille,Udyr,Galio,Xayah,Thresh,1
Sion,Udyr,Zoe,Tristana,Alistar,Ornn,Olaf,Azir,Kai'Sa,Rell,1
Jayce,Lillia,Twisted Fate,Kai'Sa,Rell,Sion,Udyr,Ryze,Tristana,Leona,0
Ornn,Olaf,Seraphine,Ezreal,Alistar,Gnar,Graves,Galio,Varus,Leona,1
Gnar,Taliyah,Azir,Xayah,Nautilus,Malphite,Dr. Mundo,Seraphine,Tristana,Leona,1
Wukong,Trundle,Orianna,Kai'Sa,Rell,Gragas,Skarner,Syndra,Tristana,Alistar,1
Karma,Nocturne,Corki,Xayah,Alistar,Gnar,Graves,Azir,Kai'Sa,Rakan,1
Aatrox,Nidalee,Syndra,Kai'Sa,Rell,Camille,Lillia,Lucian,Tristana,Leona,1
Renekton,Jarvan IV,Orianna,Jinx,Alistar,Ornn,Olaf,Azir,Jhin,Galio,0
Gnar,Kindred,Galio,Tristana,Rell,Renekton,Hecarim,Syndra,Aphelios,Leona,0
Wukong,Taliyah,Nocturne,Jinx,Thresh,Malphite,Karthus,Lucian,Jhin,Blitzcrank,0
Cho'Gath,Karthus,Tristana,Jinx,Thresh,Karma,Kayn,Orianna,Caitlyn,Nautilus,1
Swain,Hecarim,Galio,Aphelios,Thresh,Urgot,Udyr,Orianna,Kalista,Blitzcrank,1
Aatrox,Hecarim,Twisted Fate,Ezreal,Galio,Urgot,Lillia,Sylas,Xayah,Thresh,1
Gnar,Udyr,Orianna,Kai'Sa,Seraphine,Jayce,Hecarim,Twisted Fate,Vayne,Leona,0
Nasus,Udyr,Rumble,Xayah,Alistar,Gnar,Olaf,Ryze,Jhin,Rell,0
Urgot,Olaf,Malzahar,Kai'Sa,Seraphine,Renekton,Lillia,Lucian,Draven,Sett,0
Karma,Udyr,Orianna,Kai'Sa,Rakan,Sion,Olaf,Seraphine,Xayah,Leona,1
Ornn,Gragas,Cassiopeia,Caitlyn,Thresh,Camille,Lillia,Anivia,Xayah,Rell,1
Sion,Hecarim,Orianna,Aphelios,Braum,Cho'Gath,Rek'Sai,Azir,Xayah,Alistar,1
Renekton,Lillia,Azir,Xayah,Rell,Quinn,Hecarim,Orianna,Vayne,Alistar,0
Aatrox,Karthus,Nocturne,Tristana,Rell,Camille,Sejuani,Irelia,Jhin,Alistar,0
Ryze,Hecarim,Yone,Ezreal,Gragas,Gangplank,Karthus,Nocturne,Xayah,Alistar,1
Camille,Hecarim,Orianna,Kai'Sa,Rell,Renekton,Graves,Rumble,Ziggs,Thresh,1
Gnar,Lillia,Lucian,Tristana,Rell,Gragas,Ivern,Yone,Caitlyn,Morgana,0
Gnar,Karthus,Nocturne,Vayne,Leona,Renekton,Nidalee,Azir,Xayah,Braum,0
Gangplank,Nidalee,Syndra,Senna,Tahm Kench,Sion,Kayn,Vel'Koz,Kai'Sa,Rell,1
Aatrox,Udyr,Azir,Jinx,Rell,Cho'Gath,Dr. Mundo,Lucian,Jhin,Gragas,0
Camille,Hecarim,Galio,Xayah,Thresh,Fiora,Olaf,Vayne,Jhin,Karma,1
Renekton,Evelynn,Lucian,Kai'Sa,Alistar,Gnar,Gragas,Yasuo,Aphelios,Thresh,0
Wukong,Karthus,Orianna,Kai'Sa,Nautilus,Gnar,Udyr,Twisted Fate,Xayah,Leona,1
Renekton,Udyr,Azir,Miss Fortune,Seraphine,Gnar,Hecarim,Orianna,Jhin,Thresh,1
Gangplank,Kindred,Malphite,Jhin,Galio,Gragas,Nocturne,Sylas,Ziggs,Bard,0
Rumble,Udyr,Lucian,Aphelios,Thresh,Gangplank,Nidalee,Ahri,Tristana,Nautilus,1
Camille,Kindred,Twisted Fate,Jinx,Galio,Sett,Graves,Yone,Malzahar,Gragas,0
Camille,Hecarim,Seraphine,Tristana,Nautilus,Aatrox,Nidalee,Sylas,Ezreal,Leona,0
Gnar,Udyr,Viktor,Tristana,Galio,Camille,Rek'Sai,Ryze,Kai'Sa,Alistar,0
Gnar,Udyr,Twisted Fate,Sivir,Leona,Gragas,Olaf,Seraphine,Xayah,Nautilus,0
Nocturne,Udyr,Azir,Kai'Sa,Rell,Sion,Olaf,Orianna,Sivir,Alistar,0
Gragas,Hecarim,Viktor,Kai'Sa,Rakan,Renekton,Dr. Mundo,Azir,Tristana,Rell,1
Renekton,Elise,Viktor,Jhin,Thresh,Gnar,Lee Sin,Zoe,Jinx,Tahm Kench,1
Renekton,Lillia,Viktor,Xayah,Nautilus,Gnar,Graves,Zoe,Kai'Sa,Rell,1
Gnar,Hecarim,Twisted Fate,Kai'Sa,Gragas,Sion,Olaf,Zilean,Varus,Leona,0
Renekton,Olaf,Seraphine,Xayah,Rakan,Gragas,Hecarim,Zilean,Kai'Sa,Leona,1
Gnar,Hecarim,Zilean,Xayah,Gragas,Sylas,Kindred,Syndra,Tristana,Rell,0
Gragas,Hecarim,Azir,Kai'Sa,Rell,Renekton,Udyr,Viktor,Senna,Tahm Kench,0
Gragas,Hecarim,Viktor,Kai'Sa,Maokai,Aatrox,Udyr,Twisted Fate,Tristana,Alistar,0
Renekton,Hecarim,Ryze,Xayah,Rakan,Ornn,Udyr,Twisted Fate,Jinx,Leona,0
Renekton,Udyr,Viktor,Tristana,Rell,Gnar,Taliyah,Zoe,Kai'Sa,Alistar,1
Gnar,Skarner,Orianna,Kai'Sa,Rell,Gragas,Lee Sin,Syndra,Jinx,Thresh,1
Gnar,Hecarim,Zoe,Jinx,Gragas,Camille,Udyr,Orianna,Xayah,Alistar,0
Renekton,Lillia,Lucian,Tristana,Rell,Jayce,Hecarim,Seraphine,Jinx,Alistar,1
Sion,Hecarim,Viktor,Xayah,Alistar,Sett,Nidalee,Zoe,Kai'Sa,Rell,0
Lulu,Hecarim,Orianna,Xayah,Alistar,Gnar,Gragas,Yasuo,Kai'Sa,Rell,1
Gnar,Karthus,Lucian,Tristana,Leona,Irelia,Lillia,Kalista,Kai'Sa,Galio,0
Urgot,Lillia,Zoe,Tristana,Alistar,Lulu,Kindred,Twisted Fate,Ezreal,Braum,1
Camille,Olaf,Twisted Fate,Jinx,Rell,Gnar,Graves,Azir,Tristana,Alistar,0
Karma,Olaf,Syndra,Jinx,Thresh,Gnar,Nidalee,Galio,Tristana,Blitzcrank,1
Gnar,Udyr,Seraphine,Aphelios,Tahm Kench,Sylas,Hecarim,Zilean,Kai'Sa,Alistar,0
Renekton,Lillia,Viktor,Kai'Sa,Rell,Gragas,Graves,Orianna,Tristana,Rakan,1
Urgot,Lillia,Syndra,Tristana,Rell,Aatrox,Nidalee,Ryze,Kai'Sa,Alistar,0
Jayce,Hecarim,Twisted Fate,Draven,Rell,Gnar,Trundle,Sylas,Kai'Sa,Thresh,0
Gnar,Zac,Syndra,Samira,Galio,Aatrox,Lillia,Sylas,Tristana,Leona,0
Gragas,Lillia,Lucian,Xayah,Alistar,Renekton,Kayn,Viktor,Kai'Sa,Rell,1
Aatrox,Udyr,Orianna,Kai'Sa,Sett,Sion,Lillia,Ryze,Xayah,Alistar,1
Sion,Lillia,Orianna,Jinx,Braum,Riven,Kayn,Zoe,Caitlyn,Nautilus,1
Gragas,Lillia,Tristana,Ezreal,Alistar,Swain,Hecarim,Orianna,Xayah,Rakan,1
Sett,Udyr,Kassadin,Kai'Sa,Alistar,Sion,Jarvan IV,Zoe,Varus,Morgana,1
Wukong,Karthus,Nocturne,Caitlyn,Karma,Aatrox,Evelynn,Vayne,Samira,Rell,0
Gragas,Olaf,Orianna,Jhin,Thresh,Sion,Ekko,LeBlanc,Jinx,Blitzcrank,1
Sion,Zac,Seraphine,Samira,Galio,Trundle,Hecarim,Veigar,Kai'Sa,Poppy,0
Renekton,Lillia,Tristana,Xayah,Alistar,Ornn,Hecarim,Cassiopeia,Kai'Sa,Galio,0
Gnar,Udyr,Azir,Ezreal,Nautilus,Gragas,Graves,Orianna,Xayah,Rakan,1
Gragas,Hecarim,Azir,Kai'Sa,Galio,Urgot,Karthus,Nocturne,Tristana,Alistar,1
Sion,Karthus,Nocturne,Kai'Sa,Leona,Malphite,Jarvan IV,Lissandra,Samira,Alistar,0
Camille,Udyr,Malzahar,Xayah,Bard,Sion,Graves,Corki,Varus,Alistar,1
Gnar,Lillia,Tristana,Vayne,Nautilus,Urgot,Skarner,Orianna,Jinx,Alistar,1
Wukong,Hecarim,Viktor,Kai'Sa,Nautilus,Kalista,Nocturne,Katarina,Jhin,Leona,0
Gnar,Skarner,Syndra,Tristana,Nautilus,Wukong,Lillia,Sylas,Xayah,Rell,1
Sion,Hecarim,Ryze,Tristana,Nautilus,Gnar,Udyr,Azir,Seraphine,Alistar,1
Aatrox,Hecarim,Orianna,Jinx,Rell,Cho'Gath,Udyr,Viktor,Xayah,Alistar,0
Sion,Jarvan IV,Zoe,Xayah,Rakan,Urgot,Elise,Malzahar,Aphelios,Thresh,1
Gragas,Hecarim,Corki,Caitlyn,Thresh,Ornn,Graves,Azir,Tristana,Nautilus,1
Karma,Hecarim,Syndra,Jinx,Alistar,Gragas,Karthus,Tristana,Senna,Janna,0
Shen,Hecarim,Azir,Kai'Sa,Alistar,Karma,Jarvan IV,Orianna,Jinx,Thresh,0
Kennen,Udyr,Lucian,Jhin,Alistar,Renekton,Karthus,Sylas,Caitlyn,Rell,0
Sion,Udyr,Orianna,Aphelios,Thresh,Gangplank,Hecarim,Azir,Kai'Sa,Nautilus,1
Gnar,Skarner,Azir,Jinx,Rell,Malphite,Lillia,Nocturne,Tristana,Nautilus,1
Gangplank,Hecarim,Syndra,Kai'Sa,Alistar,Lucian,Nidalee,Nocturne,Xayah,Leona,0
Jayce,Karthus,Renekton,Kai'Sa,Nautilus,Gnar,Hecarim,Azir,Jinx,Thresh,0
Aatrox,Udyr,Orianna,Tristana,Leona,Renekton,Hecarim,Ahri,Xayah,Rell,1
Karma,Graves,Yone,Seraphine,Alistar,Jayce,Udyr,Orianna,Kalista,Rell,0
Urgot,Hecarim,Azir,Kai'Sa,Alistar,Sion,Graves,Sylas,Tristana,Rell,1
Gragas,Udyr,Tristana,Jinx,Leona,Gangplank,Hecarim,Viktor,Kai'Sa,Alistar,0
Renekton,Lillia,Yone,Ezreal,Leona,Gangplank,Nidalee,Orianna,Senna,Sett,0
Jayce,Lillia,Twisted Fate,Tristana,Galio,Gragas,Kayn,Ryze,Lucian,Alistar,0
Gragas,Olaf,Syndra,Kai'Sa,Rell,Cho'Gath,Hecarim,Orianna,Tristana,Alistar,1
Aatrox,Hecarim,Orianna,Kai'Sa,Alistar,Gnar,Olaf,Azir,Heimerdinger,Leona,1
Aatrox,Udyr,Azir,Jinx,Thresh,Sion,Olaf,Orianna,Senna,Tahm Kench,1
Cho'Gath,Udyr,Syndra,Senna,Tahm Kench,Sett,Lillia,Tristana,Ezreal,Karma,1
Sion,Hecarim,Ryze,Senna,Tahm Kench,Kled,Udyr,Viktor,Kai'Sa,Rakan,0
Ornn,Graves,Orianna,Jinx,Thresh,Renekton,Udyr,Azir,Varus,Tahm Kench,1
Renekton,Udyr,Azir,Caitlyn,Morgana,Volibear,Olaf,Zoe,Xayah,Seraphine,1
Gnar,Olaf,Azir,Seraphine,Nautilus,Sion,Trundle,Zoe,Tristana,Rakan,0
Renekton,Evelynn,Yone,Kai'Sa,Alistar,Sion,Karthus,Zoe,Tristana,Rell,0
Sett,Hecarim,Syndra,Kai'Sa,Rell,Camille,Udyr,Galio,Tristana,Gragas,0
Gnar,Udyr,Syndra,Tristana,Alistar,Sion,Nidalee,Zoe,Kai'Sa,Gragas,0
Cho'Gath,Udyr,Azir,Kai'Sa,Rakan,Tristana,Hecarim,Twisted Fate,Xayah,Alistar,1
Volibear,Rek'Sai,Zoe,Kalista,Blitzcrank,Gragas,Hecarim,Twisted Fate,Jinx,Thresh,1
Jayce,Udyr,LeBlanc,Kai'Sa,Gragas,Lucian,Hecarim,Viktor,Xayah,Alistar,1
Kennen,Hecarim,Karma,Kai'Sa,Gragas,Gnar,Udyr,Orianna,Samira,Rell,0
Gnar,Hecarim,Zilean,Jinx,Rell,Renekton,Udyr,Sylas,Aphelios,Thresh,1
Volibear,Olaf,Seraphine,Jinx,Alistar,Sion,Rek'Sai,Corki,Kai'Sa,Rell,1
Renekton,Udyr,Syndra,Kalista,Alistar,Gnar,Olaf,Sylas,Kai'Sa,Rell,1
Sion,Olaf,Corki,Kai'Sa,Alistar,Cho'Gath,Hecarim,Azir,Tristana,Rell,1
Renekton,Lillia,Yone,Jhin,Gragas,Gnar,Graves,Ryze,Caitlyn,Alistar,1
Irelia,Lillia,Azir,Ezreal,Alistar,Gnar,Hecarim,Ekko,Karma,Bard,0
Gangplank,Karthus,Ryze,Xayah,Alistar,Gnar,Olaf,Orianna,Caitlyn,Galio,1
Sylas,Karthus,Nocturne,Tristana,Galio,Gragas,Hecarim,Orianna,Jhin,Sett,0
Sion,Lillia,Tristana,Kai'Sa,Alistar,Gnar,Karthus,Lucian,Xayah,Galio,1
Urgot,Lee Sin,Zoe,Veigar,Pyke,Gnar,Hecarim,Syndra,Kai'Sa,Leona,0
Yone,Karthus,Sylas,Ezreal,Rell,Gragas,Lillia,Yasuo,Kai'Sa,Alistar,1
Gangplank,Udyr,Syndra,Xayah,Alistar,Sion,Lee Sin,Zoe,Jinx,Rakan,1
Gragas,Lillia,Tristana,Senna,Tahm Kench,Yone,Udyr,Cassiopeia,Xayah,Thresh,1
Urgot,Olaf,Tristana,Veigar,Rakan,Camille,Skarner,Azir,Ezreal,Galio,0
Aatrox,Gragas,Seraphine,Miss Fortune,Nautilus,Sion,Nidalee,Sylas,Aphelios,Thresh,0
Sion,Volibear,Orianna,Tristana,Thresh,Gnar,Skarner,Seraphine,Xayah,Rell,1
Gnar,Hecarim,Seraphine,Varus,Alistar,Irelia,Dr. Mundo,Sylas,Tristana,Thresh,1
Cho'Gath,Hecarim,Syndra,Kalista,Thresh,Gangplank,Lillia,Twisted Fate,Jhin,Nautilus,0
Maokai,Lillia,Tristana,Caitlyn,Karma,Aatrox,Skarner,Orianna,Kai'Sa,Rell,1
Jayce,Volibear,Galio,Kai'Sa,Seraphine,Wukong,Nidalee,Fizz,Xayah,Alistar,0
Gragas,Volibear,Twisted Fate,Xayah,Leona,Shen,Hecarim,Akali,Kai'Sa,Alistar,1
Gangplank,Udyr,Viktor,Tristana,Rell,Sion,Hecarim,Syndra,Xayah,Neeko,0
